,District Name,Current Exp of Educ per ADA (Ed Code 41372) (District),Total Gen Fund Expenditures (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Exp % (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Exp % (District),Gen Fund Exp by Activity - 2000-2999 Instruc-related Svcs Per Student # (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 6000-6999 Enterprise Exp % (District),Total Gen Fund Expenditures Per Student (District),Total Gen Fund Revenues Per Student (District),Total Gen Fund Revenues (District),Gen Fund Exp by Activity - 2000-2999 Instruc-related Svcs Exp % (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 6000-6999 Enterprise Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Exp % (District),Gen Fund Exp by Activity - 7000-7999 General Administration Exp % (District),Gen Fund Exp by Activity - 1000-1999 Instruction Exp % (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 8000-8999 Plant Services Exp % (District),Gen Fund Exp by Activity - 8000-8999 Plant Services Per Student # (District),Gen Fund Exp by Object Code - 1000-1999 Certificated Salaries Per Student (District),Gen Fund Exp by Object Code - 2000-2999 Classified Salaries Per Student (District),Gen Fund Exp by Object Code - 3000-3999 Employee Benefits Per Student (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Gen Fund Exp by Object Code - 5000-5999 Services & Other Op Exp Per Student (District),Gen Fund Rev by Object Code - 8010-8099 Rev Limit Sources/LCFF Per Student (District),Gen Fund Rev by Object Code - 8100-8299 Federal Revenue Per Student (District),Gen Fund Rev by Object Code - 8300-8599 Other State Revenue Per Student (District),Gen Fund Rev by Object Code - 8600-8799 Other Local Revenue Per Student (District),Expulsions (District),Suspensions (District),Suspensions (In School) (District),Suspensions (Out of School) (District),County Name (District)_x,District Type (District)_x,All Charter Schools (Y/N) (District)_x,CDS Number (District)_x,City (District)_x,Grade Span (District)_x,Zip (District)_x,CDS Number (District)_y,CAASPP-ELA Standard Exceeded (Level 4) (District),CAASPP-ELA Standard Met (Level 3) (District),CAASPP-ELA Standard Nearly Met (Level 2) (District),CAASPP-ELA Standard Not Met (Level 1) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),American Indian or Alaska Native (CAASPP-ELA Levels 3 and 4) (District),Asian (CAASPP-ELA Levels 3 and 4) (District),Black or African American (CAASPP-ELA Levels 3 and 4) (District),Filipino (CAASPP-ELA Levels 3 and 4) (District),Hispanic or Latino (CAASPP-ELA Levels 3 and 4) (District),Native Hawaiian or Pac Islandr (CAASPP-ELA Levels 3 and 4) (District),Two or More Races (CAASPP-ELA Levels 3 and 4) (District),White (CAASPP-ELA Levels 3 and 4) (District),Males (CAASPP-ELA Levels 3 and 4) (District),Females (CAASPP-ELA Levels 3 and 4) (District),CDS Number (District)_x,American Indian or Alaska Native (CAASPP-Math Levels 3 and 4) (District),Asian (CAASPP-Math Levels 3 and 4) (District),Black or African American (CAASPP-Math Levels 3 and 4) (District),Filipino (CAASPP-Math Levels 3 and 4) (District),Hispanic or Latino (CAASPP-Math Levels 3 and 4) (District),Native Hawaiian or Pac Islandr (CAASPP-Math Levels 3 and 4) (District),Two or More Races (CAASPP-Math Levels 3 and 4) (District),White (CAASPP-Math Levels 3 and 4) (District),Males (CAASPP-Math Levels 3 and 4) (District),Females (CAASPP-Math Levels 3 and 4) (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-Math Standard Exceeded (Level 4) (District),CAASPP-Math Standard Met (Level 3) (District),CAASPP-Math Standard Nearly Met (Level 2) (District),CAASPP-Math Standard Not Met (Level 1) (District),Cohort Graduates % (District),Grads Mtg UC/CSU # (District),Black or African American # (UC/CSU) (District),American Indian or Alaska Native # (UC/CSU) (District),Asian # (UC/CSU) (District),Filipino # (UC/CSU) (District),Hispanic or Latino # (UC/CSU) (District),Native Hawaiian or Pacific Islander # (UC/CSU) (District),White # (UC/CSU) (District),Two or More Races # (UC/CSU) (District),None Reported # (UC/CSU) (District),ACT Avg Results-English # (District),ACT Avg Results-Math # (District),ACT Avg Results-Reading # (District),ACT Avg Results-Science # (District),ACT Test Takers # (District),American Indian or Alaska Native # (Cohort Grads) (District),Asian # (Cohort Grads) (District),Native Hawaiian or Pac Islander # (Cohort Grads) (District),Filipino # (Cohort Grads) (District),Hispanic or Latino # (Cohort Grads) (District),Black or African American # (Cohort Grads) (District),White # (Cohort Grads) (District),Two or More Races # (Cohort Grads) (District),None Reported # (Cohort Grads) (District),Advanced Placement (AP) Test Taking # (District),AP Score-1 (District),AP Score-2 (District),AP Score-3 (District),AP Score-4 (District),AP Score-5 (District),Cohort Dropouts # (District),Cohort Dropouts % (District),American Indian or Alaska Native # (Cohort Dropouts) (District),Asian # (Cohort Dropouts) (District),Native Hawaiian or Pac Islander # (Cohort Dropouts) (District),Filipino # (Cohort Dropouts) (District),Hispanic or Latino # (Cohort Dropouts) (District),Black or African American # (Cohort Dropouts) (District),White # (Cohort Dropouts) (District),Two or More Races # (Cohort Dropouts) (District),None Reported # (Cohort Dropouts) (District),SAT Test Takers # (District),Cohort Graduates # (District),Grads Mtg UC/CSU % (District),SAT Avg Results-Mathematics # (District),SAT Avg Results-Reading # (District),SAT Avg Results-Writing # (District),CDS Number (District)_y,Average Daily Attendance (ADA) (District),English Learners # (District),English Learners % (District),Enrollment (District),Ethnic Diversity Index (District),American Indian or Alaska Native # (District),Asian # (District),Black or African American # (District),Filipino # (District),Hispanic or Latino # (District),Native Hawaiian or Pac Islander # (District),Two or More Races # (District),None Reported # (District),White # (District),American Indian or Alaska Native % (District),Asian % (District),Black or African American % (District),Filipino % (District),Hispanic or Latino % (District),Native Hawaiian or Pac Islander % (District),Two or More Races % (District),None Reported % (District),White % (District),Fluent English Proficient (FEP) # (District),Fluent English Proficient (FEP) % (District),Foster Youth # (District),Free/Reduced Meals # (District),Free/Reduced Meals % (District),FRPM/EL/Foster Undupl # (District),FRPM/EL/Foster Undupl % (District),Homeless # (District),Migrant # (District),Special Education # (District),CDS Number (District)_x,Disadvantaged Students (CAASPP-ELA Levels 3 and 4) (District),Disadvantaged Students (CAASPP-Math Levels 3 and 4) (District),EL Attaining Engl Prof < 5yrs in cohort # (District),EL Attaining Engl Prof < 5yrs in cohort % (District),EL Attaining Engl Prof >=5yrs in cohort # (District),EL Attaining Engl Prof >=5yrs in cohort % (District),EL Making Annual Growth Target # (District),EL Making Annual Growth Target % (District),English Learners (CAASPP-ELA Levels 3 and 4) (District),English Learners (CAASPP-Math Levels 3 and 4) (District),Migrant Students (CAASPP-ELA Levels 3 and 4) (District),Migrant Students (CAASPP-Math Levels 3 and 4) (District),Students w/Disabilities (CAASPP-ELA Levels 3 and 4) (District),Students w/Disabilities (CAASPP-Math Levels 3 and 4) (District),CDS Number (District)_y,Redesignated FEP (RFEP) # (District),County Name (District)_y,District Type (District)_y,All Charter Schools (Y/N) (District)_y,CDS Number (District),City (District)_y,Grade Span (District)_y,Zip (District)_y,1st Year Teachers (District),2nd Year Teachers (District),Avg Years Teaching (District),Per Pupil Ratio: Teacher (District),Salary Change (District),TchrBnft-Max Annual-2Party Plan $ Pd (District),TchrBnft-Max Annual-Cafe Plan $ Pd (District),TchrBnft-Max Annual-Family Pln $ Pd (District),TchrBnft-Max Annual-Single Plan $ Pd (District),Teacher BA60 Step-10 Offered (District),Teacher Highest Salary Offered (District),Teacher Lowest Salary Offered (District),Teacher Salary-Avg (District),Teacher Service Days (District),Teachers-# (District),Teachers-FTE (District),Teaching Days (District)
157,Compton Unified (Los Angeles),12447.0,265035580.0,0.0,8.0,1117.0,62.0,0.0,0.0,12690.0,12856.0,268498988.0,9.0,1021.0,7935.0,0,0.0,9.0,63.0,1093.0,11.0,1336.0,5372.0,1783.0,2312.0,812.0,2247,10436.0,796.0,1467.0,157.0,,,,,Los Angeles,Unified School District,No,19-73437-0000000,Compton,K-12,90221,19-73437-0000000,10.4,21,24.4,44.2,31.5,53.3,redacted,23.8,redacted,33.1,33.8,30.8,24.1,27,36.1,19-73437-0000000,6.7,redacted,16.3,redacted,26.4,36.6,23.7,20.3,23.8,25.5,24.6,9.5,15.2,24.7,50.8,78.8,322.0,48.0,,0.0,0.0,268.0,0.0,0.0,0.0,0.0,15,17,17,17,237.0,,redacted,redacted,redacted,812,189,redacted,redacted,redacted,837.0,851,264,164,92,18,174,13.5,,redacted,redacted,redacted,127,40,redacted,redacted,redacted,,1018,31.6,,,,19-73437-0000000,20885.0,8356.0,35.6,23452.0,21.0,39.0,14.0,4357.0,13.0,18531.0,126.0,72.0,187.0,113.0,0.2,0.1,18.6,0.1,79.0,0.5,0.3,0.8,0.5,6693.0,28.5,362,18958.0,80.8,19909.0,87.5,430.0,0.0,2558.0,19-73437-0000000,31.5,24.7,,,,,,,6.8,9.7,,,8,7.8,19-73437-0000000,1105.0,Los Angeles,Unified School District,No,19-73437-0000000,Compton,K-12,90221,48.0,26.0,13.0,22.2,3.0,11302.0,0.0,14075.0,6991.0,71966.0,94120.0,41769.0,80046.0,183.0,1065.0,1055.4,180.0
158,Conejo Valley Unified (Ventura),9603.0,181691228.0,1.0,6.0,1059.0,142.0,73.0,0.0,9952.0,10246.0,187073019.0,11.0,621.0,6433.0,0,1.0,5.0,65.0,480.0,10.0,1024.0,4837.0,1465.0,2170.0,387.0,980,8365.0,301.0,649.0,931.0,,,,,Ventura,Unified School District,No,56-73759-0000000,Thousand Oaks,K-12,91362,56-73759-0000000,32.6,34.4,18.4,14.7,66.9,64.3,87.7,57.7,72.6,41.3,58.3,78.2,74.5,62.2,72.1,56-73759-0000000,55.2,87.4,47.7,63.2,31.2,54.2,73.6,66.4,59.9,58.3,59.1,31.7,27.5,23.1,17.7,96.9,1079.0,11.0,6.0,145.0,24.0,141.0,0.0,713.0,37.0,,26,26,26,25,640.0,14,186,redacted,31,375,31,1103,62,,2234.0,270,779,1309,1335,980,17,0.9,1,0,redacted,0,11,1,3,1,,,1806,59.7,,,,56-73759-0000000,18257.0,1958.0,10.3,18918.0,44.0,74.0,1845.0,273.0,231.0,4999.0,45.0,860.0,0.0,10591.0,0.4,9.8,1.4,1.2,26.4,0.2,4.5,0.0,56.0,2554.0,13.5,24,4002.0,21.2,4619.0,24.0,35.0,0.0,1787.0,56-73759-0000000,37.9,28.2,,,,,,,15,15.2,,,20.3,14.5,56-73759-0000000,386.0,Ventura,Unified School District,No,56-73759-0000000,Thousand Oaks,K-12,91362,29.0,34.0,14.0,22.5,1.0,18086.0,0.0,24361.0,9227.0,74469.0,94293.0,45771.0,80176.0,185.0,861.0,841.4,180.0
159,Contra Costa County Office of Education (Contra Costa),,71475080.0,0.0,11.0,,,,1.0,,,76579247.0,20.0,,,,0.0,16.0,48.0,,4.0,,,,,,,,,,,,,,,Contra Costa,County Office of Education (COE),No,07-10074-0000000,Pleasant Hill,K-12,94523,07-10074-0000000,0,4.3,14.9,80.9,4.3,,redacted,2.1,redacted,4.6,,redacted,9.4,5.2,0,07-10074-0000000,,redacted,2.1,redacted,0,,redacted,3,0.9,7.7,2.1,0.7,1.4,7.6,90.3,82.5,401.0,19.0,0.0,32.0,19.0,121.0,0.0,173.0,34.0,0.0,23,23,24,22,180.0,redacted,40,redacted,25,192,39,255,46,redacted,458.0,197,222,189,108,61,44,6,redacted,0,redacted,0,26,12,3,1,redacted,,603,66.5,,,,07-10074-0000000,,651.0,13.4,4872.0,55.0,22.0,245.0,473.0,162.0,2008.0,31.0,258.0,94.0,1579.0,0.5,5.0,9.7,3.3,41.2,0.6,5.3,1.9,32.4,1190.0,24.4,14,2226.0,45.6,328.0,,9.0,0.0,718.0,07-10074-0000000,3.7,0.9,,,,,,,3.9,0,,,6.3,2.4,07-10074-0000000,135.0,Contra Costa,County Office of Education (COE),No,07-10074-0000000,Pleasant Hill,K-12,94523,35.0,19.0,5.0,19.0,3.0,21649.0,0.0,28005.0,11380.0,76313.0,100051.0,50618.0,79119.0,184.0,259.0,255.9,180.0
160,Corcoran Joint Unified (Kings),11151.0,37253678.0,2.0,5.0,1399.0,191.0,0.0,0.0,11823.0,12270.0,38661912.0,12.0,584.0,6916.0,10,0.0,9.0,58.0,1039.0,11.0,1344.0,4781.0,1356.0,2646.0,1027.0,1489,9879.0,740.0,1172.0,478.0,,,,,Kings,Unified School District,No,16-63891-0000000,Corcoran,K-12,93212,16-63891-0000000,8.2,22.5,27,42.3,30.7,redacted,redacted,19.6,redacted,30.6,,,39.6,25.1,36.3,16-63891-0000000,redacted,redacted,12,redacted,16.9,,,22.3,16.7,17.6,17.2,4.3,12.9,29.9,53,85.1,54.0,0.0,,,0.0,44.0,,7.0,,,18,19,18,18,41.0,,,,redacted,119,redacted,19,,,90.0,48,27,25,14,3,6,3.4,,,,redacted,3,redacted,2,,,,148,36.5,,,,16-63891-0000000,3151.0,949.0,28.5,3334.0,11.0,4.0,10.0,113.0,7.0,2991.0,0.0,2.0,2.0,205.0,0.1,0.3,3.4,0.2,89.7,0.0,0.1,0.1,6.1,493.0,14.8,27,2752.0,82.5,2836.0,86.8,83.0,60.0,303.0,16-63891-0000000,27.9,15.2,,,,,,,7.4,4.4,10.7,10.3,4,1.7,16-63891-0000000,98.0,Kings,Unified School District,No,16-63891-0000000,Corcoran,K-12,93212,38.0,15.0,9.0,20.4,4.0,14032.0,0.0,14032.0,14032.0,72498.0,96375.0,51803.0,69735.0,184.0,166.0,163.5,180.0
161,Corning Union Elementary (Tehama),9942.0,20224233.0,1.0,7.0,1005.0,61.0,6.0,0.0,10052.0,11580.0,23297991.0,10.0,666.0,6501.0,0,0.0,7.0,65.0,714.0,10.0,1032.0,4309.0,1620.0,2405.0,787.0,845,9681.0,557.0,942.0,399.0,,,,,Tehama,Elementary School District,No,52-71498-0000000,Corning,K-08,96021,52-71498-0000000,6.1,24.3,28.2,41.5,30.4,27.3,61.1,46.2,redacted,26.4,redacted,redacted,37,25.6,35.1,52-71498-0000000,22.7,27.8,46.2,redacted,17.6,redacted,redacted,26.6,21.3,20.4,20.8,6.2,14.6,30.3,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52-71498-0000000,2012.0,919.0,43.5,2113.0,33.0,37.0,27.0,23.0,6.0,1384.0,4.0,7.0,0.0,625.0,1.8,1.3,1.1,0.3,65.5,0.2,0.3,0.0,29.6,233.0,11.0,12,1759.0,83.2,1843.0,87.7,79.0,98.0,242.0,52-71498-0000000,26.7,18.4,,,,,,,13.9,10.2,3.7,7.4,4.8,4.8,52-71498-0000000,42.0,Tehama,Elementary School District,No,52-71498-0000000,Corning,K-08,96021,6.0,7.0,10.0,22.0,0.0,0.0,10400.0,0.0,0.0,60242.0,89574.0,46264.0,64627.0,183.0,97.0,96.1,180.0
162,Corning Union High (Tehama),12912.0,11776183.0,3.0,13.0,1044.0,442.0,53.0,0.0,13365.0,13797.0,12156376.0,8.0,1750.0,7058.0,0,0.0,9.0,53.0,1213.0,12.0,1541.0,5359.0,2370.0,3169.0,897.0,1218,10542.0,800.0,1380.0,1074.0,,,,,Tehama,High School District,No,52-71506-0000000,Corning,09-12,96021,52-71506-0000000,10.1,30,26.4,33.5,40.1,redacted,redacted,redacted,redacted,33.1,,,48.8,28.7,50.4,52-71506-0000000,redacted,redacted,redacted,redacted,10.5,,,26.1,14.8,17.9,16.5,3.5,13,26.4,57.1,84.8,21.0,0.0,0.0,0.0,0.0,11.0,,9.0,0.0,0.0,17,17,18,17,84.0,redacted,redacted,,redacted,98,redacted,74,redacted,redacted,44.0,21,14,13,4,0,20,9.5,redacted,redacted,,redacted,12,redacted,7,redacted,redacted,,179,11.7,,,,52-71506-0000000,881.0,167.0,17.7,942.0,36.0,11.0,6.0,6.0,2.0,516.0,0.0,7.0,46.0,348.0,1.2,0.6,0.6,0.2,54.8,0.0,0.7,4.9,36.9,276.0,29.3,redacted,657.0,69.7,691.0,72.2,12.0,22.0,104.0,52-71506-0000000,31.3,8.4,,,,,,,5.4,2.7,redacted,redacted,9.5,0,52-71506-0000000,0.0,Tehama,High School District,No,52-71506-0000000,Corning,09-12,96021,1.0,2.0,14.0,17.5,,,,,,,,,,,57.0,53.9,
163,Corona-Norco Unified (Riverside),10738.0,554526807.0,1.0,9.0,1215.0,71.0,0.0,0.0,10828.0,10657.0,545814211.0,11.0,979.0,7067.0,0,0.0,4.0,65.0,440.0,9.0,1025.0,5447.0,1419.0,2087.0,565.0,1275,8423.0,423.0,1665.0,145.0,,,,,Riverside,Unified School District,No,33-67033-0000000,Norco,K-12,92860,33-67033-0000000,26,33.8,21.9,18.3,59.7,62,79.5,55.3,79.4,50.7,62.1,72.7,68.9,53.9,65.7,33-67033-0000000,50,75.3,34.9,69.6,34.8,49.1,61.5,55.1,45.4,45.6,45.5,20.4,25.1,27.8,26.7,93.2,2122.0,148.0,5.0,265.0,95.0,916.0,9.0,653.0,22.0,9.0,21,22,22,21,993.0,11,335,19,131,2018,285,1122,41,19,3611.0,1096,2187,2020,1240,627,136,3.2,0,5,0,0,105,7,19,0,0,,3981,53.3,,,,33-67033-0000000,51215.0,7484.0,14.1,53157.0,48.0,188.0,4915.0,3189.0,1677.0,28074.0,208.0,789.0,270.0,13847.0,0.4,9.2,6.0,3.2,52.8,0.4,1.5,0.5,26.0,10332.0,19.4,295,22925.0,43.1,24647.0,47.2,162.0,0.0,6092.0,33-67033-0000000,46.1,31.9,,,,,,,14.9,15,,,16.2,12.2,33-67033-0000000,799.0,Riverside,Unified School District,No,33-67033-0000000,Norco,K-12,92860,69.0,56.0,13.0,23.7,1.2,6900.0,0.0,8070.0,6150.0,93809.0,115444.0,61750.0,96620.0,185.0,2279.0,2243.2,180.0
164,Coronado Unified (San Diego),11755.0,35115262.0,1.0,8.0,1401.0,135.0,92.0,0.0,11971.0,11452.0,33593569.0,12.0,901.0,7548.0,2,1.0,6.0,63.0,715.0,10.0,1178.0,5134.0,1846.0,2725.0,437.0,1647,8173.0,928.0,1028.0,1324.0,,,,,San Diego,Unified School District,No,37-68031-0000000,Coronado,K-12,92118,37-68031-0000000,39.7,36,14.4,9.8,75.8,redacted,80.4,66.7,85,69.7,81.8,77.7,77.5,69.6,82.3,37-68031-0000000,redacted,84.8,45.8,71.4,56.5,63.6,66,69.2,66.1,66.5,66.3,38.2,28.1,22.1,11.7,94.7,216.0,0.0,0.0,0.0,0.0,34.0,0.0,157.0,0.0,,25,24,25,24,177.0,redacted,redacted,redacted,redacted,49,redacted,203,redacted,,403.0,38,187,327,254,166,10,3.3,redacted,redacted,redacted,redacted,3,redacted,7,redacted,,,284,76.1,,,,37-68031-0000000,2933.0,98.0,3.2,3064.0,35.0,13.0,82.0,51.0,57.0,631.0,15.0,159.0,9.0,2047.0,0.4,2.7,1.7,1.9,20.6,0.5,5.2,0.3,66.8,289.0,9.4,redacted,244.0,8.0,331.0,9.9,2.0,0.0,357.0,37-68031-0000000,56.6,44.8,,,,,,,20,27.5,,,37.8,34.1,37-68031-0000000,32.0,San Diego,Unified School District,No,37-68031-0000000,Coronado,K-12,92118,15.0,4.0,10.0,21.4,2.5,22198.0,0.0,22198.0,11860.0,70512.0,94080.0,42000.0,71373.0,185.0,157.0,142.9,180.0
165,Cotati-Rohnert Park Unified (Sonoma),11192.0,63639747.0,1.0,10.0,1278.0,91.0,5.0,0.0,11478.0,11479.0,63643113.0,11.0,1105.0,7205.0,0,0.0,6.0,63.0,706.0,9.0,1026.0,4439.0,1245.0,3292.0,278.0,2144,8858.0,483.0,1021.0,1117.0,,,,,Sonoma,Unified School District,No,49-73882-0000000,Rohnert Park,K-12,94928,49-73882-0000000,15,30,26.3,28.7,45,20,50,42.9,69.2,36.5,58.3,51.8,52.4,40.5,49.6,49-73882-0000000,15.4,46.6,20.6,46.2,21.7,33.3,39.9,39.1,33,29.3,31.1,9.9,21.3,31.7,37.2,82.1,190.0,3.0,0.0,10.0,0.0,52.0,0.0,109.0,8.0,0.0,24,24,24,24,75.0,redacted,17,redacted,redacted,145,9,215,16,redacted,327.0,125,144,175,80,41,54,10.7,redacted,3,redacted,redacted,19,2,21,3,redacted,,416,45.7,,,,49-73882-0000000,5544.0,1135.0,18.1,6272.0,46.0,40.0,202.0,134.0,61.0,2550.0,20.0,404.0,48.0,2813.0,0.6,3.2,2.1,1.0,40.7,0.3,6.4,0.8,44.9,976.0,15.6,24,2527.0,40.3,2655.0,47.0,58.0,15.0,684.0,49-73882-0000000,33.2,20.6,,,,,,,18.3,13.4,redacted,redacted,16.9,11.4,49-73882-0000000,136.0,Sonoma,Unified School District,No,49-73882-0000000,Rohnert Park,K-12,94928,91.0,24.0,8.0,19.5,2.0,0.0,0.0,19452.0,0.0,60992.0,79700.0,39747.0,61145.0,182.0,385.0,321.7,180.0
166,Covina-Valley Unified (Los Angeles),11536.0,141027779.0,0.0,6.0,1296.0,0.0,0.0,0.0,12180.0,12628.0,146209654.0,11.0,732.0,7736.0,0,0.0,5.0,64.0,626.0,11.0,1399.0,5336.0,1643.0,2817.0,704.0,1118,9567.0,526.0,1962.0,573.0,,,,,Los Angeles,Unified School District,No,19-64436-0000000,Covina,K-12,91723,19-64436-0000000,19.8,32.7,24.6,22.9,52.5,40.9,78.6,48.5,66.7,49.7,69.2,63.6,57.7,48,57.3,19-64436-0000000,23.8,67.6,29.2,53.3,32.3,38.5,40.9,40.2,36.1,34.7,35.4,13.8,21.6,30.5,34.1,94.8,691.0,16.0,0.0,61.0,25.0,461.0,0.0,83.0,0.0,36.0,20,21,21,20,113.0,redacted,69,redacted,30,750,37,135,redacted,53,1144.0,629,600,395,218,89,32,2.8,redacted,0,redacted,0,29,0,3,redacted,0,,1085,63.7,,,,19-64436-0000000,11578.0,1135.0,9.5,11910.0,25.0,36.0,668.0,324.0,346.0,8961.0,22.0,99.0,313.0,1141.0,0.3,5.6,2.7,2.9,75.2,0.2,0.8,2.6,9.6,2388.0,20.1,72,8171.0,68.6,8280.0,69.7,810.0,0.0,1423.0,19-64436-0000000,47.3,30.4,,,,,,,5.5,9.4,,,15.1,10.1,19-64436-0000000,311.0,Los Angeles,Unified School District,No,19-64436-0000000,Covina,K-12,91723,3.0,15.0,14.0,21.9,3.0,16535.0,0.0,21016.0,8202.0,81581.0,101671.0,46907.0,85922.0,184.0,566.0,543.3,180.0
167,Cucamonga Elementary (San Bernardino),12519.0,31964718.0,0.0,6.0,1446.0,0.0,0.0,0.0,13358.0,13233.0,31666838.0,11.0,788.0,8417.0,0,0.0,7.0,63.0,883.0,8.0,1089.0,5814.0,1599.0,2659.0,789.0,1779,10910.0,689.0,1210.0,424.0,,,,,San Bernardino,Elementary School District,No,36-67694-0000000,Rancho Cucamonga,K-08,91730,36-67694-0000000,11.2,27.9,25.4,35.5,39.1,redacted,57.9,32.4,70,37,redacted,40,52.7,34.3,44.4,36-67694-0000000,redacted,38.6,19,46.3,23.4,redacted,25,35.7,25,25.1,25.1,7.7,17.4,29.6,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36-67694-0000000,2393.0,556.0,22.1,2516.0,33.0,11.0,100.0,352.0,60.0,1750.0,11.0,20.0,2.0,210.0,0.4,4.0,14.0,2.4,69.6,0.4,0.8,0.1,8.3,152.0,6.0,22,1837.0,73.0,1935.0,78.2,195.0,0.0,259.0,36-67694-0000000,34.7,22.6,,,,,,,21.7,13.4,,,9.4,10,36-67694-0000000,31.0,San Bernardino,Elementary School District,No,36-67694-0000000,Rancho Cucamonga,K-08,91730,8.0,7.0,13.0,18.8,1.0,0.0,9631.0,0.0,0.0,77180.0,97456.0,48869.0,80355.0,182.0,134.0,134.0,180.0
168,Cuddeback Union Elementary (Humboldt),10461.0,1396684.0,0.0,11.0,1216.0,25.0,0.0,0.0,10941.0,11572.0,1477305.0,11.0,1154.0,6523.0,0,0.0,8.0,60.0,880.0,10.0,1118.0,3848.0,1981.0,2577.0,917.0,1594,8333.0,454.0,1703.0,1082.0,,,,,Humboldt,Elementary School District,No,12-62737-0000000,Carlotta,K-08,95528,12-62737-0000000,9.1,33.8,29.9,27.3,42.9,redacted,,,,redacted,,redacted,40,36.8,48.7,12-62737-0000000,redacted,,,,redacted,,redacted,29.1,36.8,33.3,35.1,6.5,28.6,39,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-62737-0000000,128.0,2.0,1.5,133.0,23.0,8.0,0.0,0.0,0.0,13.0,0.0,6.0,3.0,103.0,6.0,0.0,0.0,0.0,9.8,0.0,4.5,2.3,77.4,1.0,0.8,redacted,58.0,43.6,58.0,44.2,0.0,0.0,9.0,12-62737-0000000,36.1,30.6,,,,,,,redacted,redacted,,,redacted,redacted,12-62737-0000000,0.0,Humboldt,Elementary School District,No,12-62737-0000000,Carlotta,K-08,95528,0.0,0.0,14.0,18.7,,,,,,,,,,,8.0,7.1,
169,Culver City Unified (Los Angeles),11429.0,76641708.0,0.0,9.0,1628.0,0.0,0.0,0.0,11654.0,10892.0,71630181.0,14.0,1074.0,7142.0,0,0.0,6.0,61.0,676.0,10.0,1132.0,5317.0,1750.0,2430.0,557.0,1518,8301.0,361.0,1789.0,440.0,,,,,Los Angeles,Unified School District,No,19-64444-0000000,Culver City,K-12,90232,19-64444-0000000,35,32.7,18.6,13.7,67.7,53.9,81.8,60.4,77.1,55.3,57.1,78.8,81.3,62.1,73.4,19-64444-0000000,38.5,81.5,36.4,56.5,41.9,42.9,72.4,71.8,55.5,55.8,55.6,32.1,23.5,22.2,22.2,95.5,311.0,65.0,0.0,45.0,0.0,103.0,0.0,87.0,0.0,,22,22,24,22,184.0,redacted,55,redacted,redacted,214,105,114,redacted,,572.0,107,250,332,310,208,17,3.2,redacted,2,redacted,redacted,4,6,4,redacted,,,509,61.1,,,,19-64444-0000000,6577.0,756.0,11.0,6856.0,61.0,19.0,710.0,976.0,113.0,2643.0,20.0,544.0,0.0,1831.0,0.3,10.4,14.2,1.6,38.6,0.3,7.9,0.0,26.7,1814.0,26.5,redacted,2094.0,30.5,2459.0,37.7,92.0,0.0,647.0,19-64444-0000000,48.5,34.5,,,,,,,13.9,21.6,,,23.1,16.7,19-64444-0000000,135.0,Los Angeles,Unified School District,No,19-64444-0000000,Culver City,K-12,90232,30.0,28.0,11.0,21.7,6.0,10933.0,0.0,13779.0,6650.0,79488.0,98430.0,50625.0,79044.0,184.0,322.0,315.3,180.0
