,District Name,Current Exp of Educ per ADA (Ed Code 41372) (District),Total Gen Fund Expenditures (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Exp % (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Exp % (District),Gen Fund Exp by Activity - 2000-2999 Instruc-related Svcs Per Student # (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 6000-6999 Enterprise Exp % (District),Total Gen Fund Expenditures Per Student (District),Total Gen Fund Revenues Per Student (District),Total Gen Fund Revenues (District),Gen Fund Exp by Activity - 2000-2999 Instruc-related Svcs Exp % (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 6000-6999 Enterprise Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Exp % (District),Gen Fund Exp by Activity - 7000-7999 General Administration Exp % (District),Gen Fund Exp by Activity - 1000-1999 Instruction Exp % (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 8000-8999 Plant Services Exp % (District),Gen Fund Exp by Activity - 8000-8999 Plant Services Per Student # (District),Gen Fund Exp by Object Code - 1000-1999 Certificated Salaries Per Student (District),Gen Fund Exp by Object Code - 2000-2999 Classified Salaries Per Student (District),Gen Fund Exp by Object Code - 3000-3999 Employee Benefits Per Student (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Gen Fund Exp by Object Code - 5000-5999 Services & Other Op Exp Per Student (District),Gen Fund Rev by Object Code - 8010-8099 Rev Limit Sources/LCFF Per Student (District),Gen Fund Rev by Object Code - 8100-8299 Federal Revenue Per Student (District),Gen Fund Rev by Object Code - 8300-8599 Other State Revenue Per Student (District),Gen Fund Rev by Object Code - 8600-8799 Other Local Revenue Per Student (District),Expulsions (District),Suspensions (District),Suspensions (In School) (District),Suspensions (Out of School) (District),County Name (District)_x,District Type (District)_x,All Charter Schools (Y/N) (District)_x,CDS Number (District)_x,City (District)_x,Grade Span (District)_x,Zip (District)_x,CDS Number (District)_y,CAASPP-ELA Standard Exceeded (Level 4) (District),CAASPP-ELA Standard Met (Level 3) (District),CAASPP-ELA Standard Nearly Met (Level 2) (District),CAASPP-ELA Standard Not Met (Level 1) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),American Indian or Alaska Native (CAASPP-ELA Levels 3 and 4) (District),Asian (CAASPP-ELA Levels 3 and 4) (District),Black or African American (CAASPP-ELA Levels 3 and 4) (District),Filipino (CAASPP-ELA Levels 3 and 4) (District),Hispanic or Latino (CAASPP-ELA Levels 3 and 4) (District),Native Hawaiian or Pac Islandr (CAASPP-ELA Levels 3 and 4) (District),Two or More Races (CAASPP-ELA Levels 3 and 4) (District),White (CAASPP-ELA Levels 3 and 4) (District),Males (CAASPP-ELA Levels 3 and 4) (District),Females (CAASPP-ELA Levels 3 and 4) (District),CDS Number (District)_x,American Indian or Alaska Native (CAASPP-Math Levels 3 and 4) (District),Asian (CAASPP-Math Levels 3 and 4) (District),Black or African American (CAASPP-Math Levels 3 and 4) (District),Filipino (CAASPP-Math Levels 3 and 4) (District),Hispanic or Latino (CAASPP-Math Levels 3 and 4) (District),Native Hawaiian or Pac Islandr (CAASPP-Math Levels 3 and 4) (District),Two or More Races (CAASPP-Math Levels 3 and 4) (District),White (CAASPP-Math Levels 3 and 4) (District),Males (CAASPP-Math Levels 3 and 4) (District),Females (CAASPP-Math Levels 3 and 4) (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-Math Standard Exceeded (Level 4) (District),CAASPP-Math Standard Met (Level 3) (District),CAASPP-Math Standard Nearly Met (Level 2) (District),CAASPP-Math Standard Not Met (Level 1) (District),Cohort Graduates % (District),Grads Mtg UC/CSU # (District),Black or African American # (UC/CSU) (District),American Indian or Alaska Native # (UC/CSU) (District),Asian # (UC/CSU) (District),Filipino # (UC/CSU) (District),Hispanic or Latino # (UC/CSU) (District),Native Hawaiian or Pacific Islander # (UC/CSU) (District),White # (UC/CSU) (District),Two or More Races # (UC/CSU) (District),None Reported # (UC/CSU) (District),ACT Avg Results-English # (District),ACT Avg Results-Math # (District),ACT Avg Results-Reading # (District),ACT Avg Results-Science # (District),ACT Test Takers # (District),American Indian or Alaska Native # (Cohort Grads) (District),Asian # (Cohort Grads) (District),Native Hawaiian or Pac Islander # (Cohort Grads) (District),Filipino # (Cohort Grads) (District),Hispanic or Latino # (Cohort Grads) (District),Black or African American # (Cohort Grads) (District),White # (Cohort Grads) (District),Two or More Races # (Cohort Grads) (District),None Reported # (Cohort Grads) (District),Advanced Placement (AP) Test Taking # (District),AP Score-1 (District),AP Score-2 (District),AP Score-3 (District),AP Score-4 (District),AP Score-5 (District),Cohort Dropouts # (District),Cohort Dropouts % (District),American Indian or Alaska Native # (Cohort Dropouts) (District),Asian # (Cohort Dropouts) (District),Native Hawaiian or Pac Islander # (Cohort Dropouts) (District),Filipino # (Cohort Dropouts) (District),Hispanic or Latino # (Cohort Dropouts) (District),Black or African American # (Cohort Dropouts) (District),White # (Cohort Dropouts) (District),Two or More Races # (Cohort Dropouts) (District),None Reported # (Cohort Dropouts) (District),SAT Test Takers # (District),Cohort Graduates # (District),Grads Mtg UC/CSU % (District),SAT Avg Results-Mathematics # (District),SAT Avg Results-Reading # (District),SAT Avg Results-Writing # (District),CDS Number (District)_y,Average Daily Attendance (ADA) (District),English Learners # (District),English Learners % (District),Enrollment (District),Ethnic Diversity Index (District),American Indian or Alaska Native # (District),Asian # (District),Black or African American # (District),Filipino # (District),Hispanic or Latino # (District),Native Hawaiian or Pac Islander # (District),Two or More Races # (District),None Reported # (District),White # (District),American Indian or Alaska Native % (District),Asian % (District),Black or African American % (District),Filipino % (District),Hispanic or Latino % (District),Native Hawaiian or Pac Islander % (District),Two or More Races % (District),None Reported % (District),White % (District),Fluent English Proficient (FEP) # (District),Fluent English Proficient (FEP) % (District),Foster Youth # (District),Free/Reduced Meals # (District),Free/Reduced Meals % (District),FRPM/EL/Foster Undupl # (District),FRPM/EL/Foster Undupl % (District),Homeless # (District),Migrant # (District),Special Education # (District),CDS Number (District)_x,Disadvantaged Students (CAASPP-ELA Levels 3 and 4) (District),Disadvantaged Students (CAASPP-Math Levels 3 and 4) (District),EL Attaining Engl Prof < 5yrs in cohort # (District),EL Attaining Engl Prof < 5yrs in cohort % (District),EL Attaining Engl Prof >=5yrs in cohort # (District),EL Attaining Engl Prof >=5yrs in cohort % (District),EL Making Annual Growth Target # (District),EL Making Annual Growth Target % (District),English Learners (CAASPP-ELA Levels 3 and 4) (District),English Learners (CAASPP-Math Levels 3 and 4) (District),Migrant Students (CAASPP-ELA Levels 3 and 4) (District),Migrant Students (CAASPP-Math Levels 3 and 4) (District),Students w/Disabilities (CAASPP-ELA Levels 3 and 4) (District),Students w/Disabilities (CAASPP-Math Levels 3 and 4) (District),CDS Number (District)_y,Redesignated FEP (RFEP) # (District),County Name (District)_y,District Type (District)_y,All Charter Schools (Y/N) (District)_y,CDS Number (District),City (District)_y,Grade Span (District)_y,Zip (District)_y,1st Year Teachers (District),2nd Year Teachers (District),Avg Years Teaching (District),Per Pupil Ratio: Teacher (District),Salary Change (District),TchrBnft-Max Annual-2Party Plan $ Pd (District),TchrBnft-Max Annual-Cafe Plan $ Pd (District),TchrBnft-Max Annual-Family Pln $ Pd (District),TchrBnft-Max Annual-Single Plan $ Pd (District),Teacher BA60 Step-10 Offered (District),Teacher Highest Salary Offered (District),Teacher Lowest Salary Offered (District),Teacher Salary-Avg (District),Teacher Service Days (District),Teachers-# (District),Teachers-FTE (District),Teaching Days (District)
315,Huntington Beach City Elementary (Orange),9728.0,66579711.0,0.0,4.0,1095.0,12.0,2.0,0.0,9974.0,9774.0,65241906.0,11.0,434.0,6964.0,0,0.0,6.0,70.0,572.0,7.0,715.0,4751.0,1543.0,2219.0,523.0,742,7715.0,313.0,815.0,931.0,,,,,Orange,Elementary School District,No,30-66530-0000000,Huntington Beach,K-08,92647,30-66530-0000000,39.4,35.6,15.7,9.3,74.9,46.2,89.1,61.9,73.7,58.8,78.6,84.6,76.4,69.6,80.8,30-66530-0000000,53.9,89.9,38.1,67.5,49,64.3,77.4,70.8,68.2,69.7,68.9,39.7,29.2,20.1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-66530-0000000,6675.0,393.0,5.5,7155.0,43.0,18.0,676.0,31.0,79.0,1395.0,25.0,653.0,47.0,4231.0,0.3,9.4,0.4,1.1,19.5,0.3,9.1,0.7,59.1,452.0,6.3,14,1174.0,16.4,1297.0,19.5,40.0,0.0,703.0,30-66530-0000000,50.7,43.4,,,,,,,19.3,26.4,,,32.6,32.3,30-66530-0000000,56.0,Orange,Elementary School District,No,30-66530-0000000,Huntington Beach,K-08,92647,7.0,21.0,12.0,25.1,0.0,14629.0,0.0,21424.0,5550.0,91223.0,111275.0,48437.0,90726.0,185.0,294.0,284.6,180.0
316,Huntington Beach Union High (Orange),11415.0,188586130.0,2.0,9.0,1438.0,245.0,15.0,0.0,12288.0,12265.0,188232162.0,12.0,1158.0,7002.0,0,0.0,6.0,57.0,714.0,11.0,1342.0,5093.0,2115.0,3251.0,475.0,825,9402.0,474.0,1845.0,544.0,,,,,Orange,High School District,No,30-66548-0000000,Huntington Beach,09-12,92649,30-66548-0000000,44.1,34.4,13,8.5,78.5,69,89.8,72.7,77.1,63.6,58.3,86.4,81.1,74,82.9,30-66548-0000000,34.5,73.9,31,47.5,30.1,30.4,59.1,54.3,51.1,54.6,52.8,24,28.8,22.6,24.6,89.2,1670.0,19.0,32.0,610.0,16.0,265.0,8.0,674.0,10.0,36.0,25,25,25,24,935.0,125,931,24,32,848,44,1364,31,62,3750.0,696,1726,2467,1950,1037,138,3.6,4,21,1,2,61,4,39,2,4,,3461,48.3,,,,30-66548-0000000,15347.0,1430.0,8.9,16140.0,55.0,227.0,4240.0,168.0,214.0,4430.0,103.0,311.0,240.0,6207.0,1.4,26.3,1.0,1.3,27.4,0.6,1.9,1.5,38.5,4753.0,29.4,38,5092.0,31.5,5466.0,33.8,212.0,0.0,1661.0,30-66548-0000000,70.3,43.5,,,,,,,17.2,11.8,,,30,8.8,30-66548-0000000,289.0,Orange,High School District,No,30-66548-0000000,Huntington Beach,09-12,92649,49.0,34.0,12.0,24.5,0.5,18144.0,0.0,25824.0,8784.0,93347.0,116237.0,54808.0,91486.0,183.0,700.0,658.7,180.0
317,Hydesville Elementary (Humboldt),8787.0,1760922.0,1.0,5.0,832.0,78.0,0.0,0.0,9542.0,9376.0,1730165.0,9.0,448.0,5907.0,0,0.0,8.0,62.0,749.0,15.0,1449.0,4053.0,1081.0,1975.0,510.0,1844,7837.0,359.0,737.0,443.0,,,,,Humboldt,Elementary School District,No,12-62885-0000000,Hydesville,K-08,95547,12-62885-0000000,20.6,46,16.7,16.7,66.7,,redacted,,,66.7,,redacted,66.7,60,75,12-62885-0000000,,redacted,,,41.7,,redacted,55.9,52.9,55.4,54,18.3,35.7,25.4,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-62885-0000000,185.0,5.0,2.6,196.0,18.0,0.0,1.0,0.0,0.0,16.0,0.0,15.0,4.0,160.0,0.0,0.5,0.0,0.0,8.2,0.0,7.7,2.0,81.6,0.0,0.0,redacted,56.0,28.6,56.0,27.6,8.0,0.0,23.0,12-62885-0000000,55.2,37.9,,,,,,,redacted,redacted,,,37.5,37.5,12-62885-0000000,0.0,Humboldt,Elementary School District,No,12-62885-0000000,Hydesville,K-08,95547,1.0,1.0,6.0,20.2,0.5,0.0,0.0,0.0,0.0,55895.0,71739.0,43273.0,57830.0,181.0,11.0,9.7,180.0
318,"Igo, Ono, Platina Union Elementary (Shasta)",19512.0,892170.0,1.0,3.0,2735.0,189.0,0.0,0.0,22941.0,23103.0,898467.0,12.0,657.0,10693.0,0,0.0,11.0,47.0,2536.0,27.0,6131.0,3821.0,4112.0,3795.0,855.0,7316,17530.0,1600.0,2913.0,1060.0,,,,,Shasta,Elementary School District,No,45-70029-0000000,Redding,K-08,96047,45-70029-0000000,0,41.7,25,33.3,41.7,,redacted,redacted,,redacted,redacted,,50,45.5,38.5,45-70029-0000000,,redacted,redacted,,redacted,redacted,,41.7,45.5,0,20.8,12.5,8.3,33.3,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-70029-0000000,39.0,1.0,2.6,39.0,45.0,1.0,3.0,4.0,0.0,6.0,2.0,0.0,0.0,23.0,2.6,7.7,10.3,0.0,15.4,5.1,0.0,0.0,59.0,2.0,5.1,redacted,31.0,79.5,31.0,65.6,0.0,0.0,7.0,45-70029-0000000,33.3,14.3,,,,,,,,,,,redacted,redacted,45-70029-0000000,0.0,Shasta,Elementary School District,No,45-70029-0000000,Redding,K-08,96047,2.0,0.0,1.0,13.0,5.0,8280.0,0.0,8280.0,8280.0,51360.0,62974.0,41743.0,50387.0,183.0,3.0,3.0,180.0
319,Imperial County Office of Education (Imperial),,77481113.0,0.0,6.0,,,,0.0,,,79012552.0,55.0,,,,0.0,9.0,24.0,,3.0,,,,,,,,,,,,,,,Imperial,County Office of Education (COE),No,13-10132-0000000,El Centro,K-12,92243,13-10132-0000000,0,12.5,25,62.5,12.5,,,redacted,,11.3,,,redacted,8.5,23.5,13-10132-0000000,,,redacted,,0,,,redacted,0,0,0,0,0,5.8,94.2,29.2,0.0,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,,,,27,,redacted,redacted,redacted,0.0,,,,,,35,33,,,,,29,,redacted,redacted,redacted,,31,0.0,,,,13-10132-0000000,,305.0,45.5,670.0,7.0,2.0,3.0,5.0,1.0,625.0,0.0,3.0,3.0,28.0,0.3,0.4,0.7,0.1,93.3,0.0,0.4,0.4,4.2,139.0,20.7,redacted,431.0,64.3,473.0,,20.0,45.0,448.0,13-10132-0000000,8.9,0,,,,,,,3.2,0,redacted,redacted,0,0,13-10132-0000000,12.0,Imperial,County Office of Education (COE),No,13-10132-0000000,El Centro,K-12,92243,4.0,8.0,9.0,14.9,6.0,10194.0,0.0,10194.0,10048.0,73454.0,92864.0,44585.0,67138.0,185.0,46.0,44.8,180.0
320,Imperial Unified (Imperial),9888.0,40746440.0,1.0,11.0,804.0,103.0,0.0,0.0,10197.0,10251.0,40961209.0,8.0,1125.0,6535.0,0,0.0,5.0,64.0,498.0,10.0,1042.0,4875.0,1578.0,2441.0,506.0,540,8560.0,317.0,995.0,380.0,,,,,Imperial,Unified School District,No,13-63164-0000000,Imperial,K-12,92251,13-63164-0000000,16.8,37.3,27.3,18.6,54.1,redacted,76.9,56.5,76.2,52,redacted,70.6,64.3,51.1,57.3,13-63164-0000000,redacted,61.5,17.4,61.9,37.4,redacted,41.2,53.6,41.3,38,39.7,14.4,25.3,37.8,22.5,89.6,103.0,0.0,,0.0,0.0,68.0,,25.0,0.0,,24,23,24,23,52.0,,redacted,,redacted,221,redacted,48,redacted,,267.0,146,135,57,42,21,2,0.6,,redacted,,redacted,1,redacted,1,redacted,,,283,36.4,,,,13-63164-0000000,3996.0,961.0,23.3,4122.0,18.0,8.0,23.0,46.0,37.0,3438.0,1.0,27.0,2.0,540.0,0.2,0.6,1.1,0.9,83.4,0.0,0.7,0.0,13.1,820.0,19.9,22,1777.0,43.1,2177.0,53.1,127.0,99.0,344.0,13-63164-0000000,45.8,31.3,,,,,,,33.3,28.1,37.5,32.7,13.2,7.2,13-63164-0000000,100.0,Imperial,Unified School District,No,13-63164-0000000,Imperial,K-12,92251,0.0,6.0,12.0,24.8,2.0,13243.0,0.0,17408.0,8317.0,88446.0,106827.0,54999.0,87828.0,185.0,171.0,165.9,180.0
321,Indian Diggings Elementary (El Dorado),15360.0,238917.0,0.0,3.0,1265.0,0.0,0.0,0.0,15374.0,19409.0,301614.0,8.0,432.0,10418.0,0,0.0,11.0,68.0,1761.0,10.0,1484.0,6834.0,3243.0,1944.0,738.0,2601,12566.0,1321.0,4817.0,705.0,,,,,El Dorado,Elementary School District,No,09-61895-0000000,Somerset,K-07,95684,09-61895-0000000,6.7,20,40,33.3,26.7,,,,,redacted,,redacted,36.4,redacted,redacted,09-61895-0000000,,,,,redacted,,redacted,27.3,redacted,redacted,20,6.7,13.3,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-61895-0000000,16.0,,,17.0,31.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,17.6,0.0,11.8,0.0,70.6,0.0,0.0,redacted,0.0,0.0,5.0,18.9,0.0,0.0,3.0,09-61895-0000000,redacted,redacted,,,,,,,,,,,redacted,redacted,09-61895-0000000,0.0,El Dorado,Elementary School District,No,09-61895-0000000,Somerset,K-07,95684,0.0,0.0,4.0,21.3,,,,,,,,,,,1.0,0.8,
322,Indian Springs Elementary (Shasta),51941.0,595481.0,0.0,8.0,4296.0,0.0,0.0,0.0,54432.0,52634.0,575818.0,8.0,4133.0,28033.0,0,0.0,10.0,52.0,5315.0,23.0,12299.0,13871.0,12908.0,11613.0,2895.0,11167,45746.0,1950.0,3642.0,1297.0,,,,,Shasta,Elementary School District,No,45-70037-0000000,Big Bend,K-07,96011,45-70037-0000000,redacted,redacted,redacted,redacted,redacted,,,,,,,redacted,redacted,redacted,redacted,45-70037-0000000,,,,,,,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-70037-0000000,11.0,,,11.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,81.8,0.0,0.0,redacted,11.0,100.0,11.0,100.0,0.0,0.0,1.0,45-70037-0000000,redacted,redacted,,,,,,,,,,,,,45-70037-0000000,0.0,Shasta,Elementary School District,No,45-70037-0000000,Big Bend,K-07,96011,0.0,0.0,11.0,5.5,,,,,,,,,,,2.0,2.0,
323,Inglewood Unified (Los Angeles),12172.0,127605187.0,0.0,6.0,1466.0,3.0,7.0,1.0,13692.0,13613.0,126867653.0,11.0,780.0,7615.0,194,0.0,7.0,56.0,896.0,12.0,1641.0,4848.0,1662.0,2565.0,707.0,2602,10956.0,1061.0,1389.0,207.0,,,,,Los Angeles,Unified School District,No,19-64634-0000000,Inglewood,K-12,90301,19-64634-0000000,7.5,21.9,26.9,43.6,29.5,30.3,31.3,28.4,58.8,30.3,15,30,41.9,25.3,33.9,19-64634-0000000,24.2,23.5,15.4,35.3,20.5,10.5,20,29,18.6,18.7,18.6,4.8,13.8,27.8,53.6,82.3,214.0,51.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,17,18,18,17,191.0,redacted,redacted,redacted,redacted,410,163,redacted,redacted,redacted,464.0,433,158,85,59,21,87,12,redacted,redacted,redacted,redacted,58,24,redacted,redacted,redacted,,594,36.0,,,,19-64634-0000000,9319.0,3665.0,29.2,12570.0,35.0,90.0,37.0,4902.0,29.0,7285.0,48.0,70.0,38.0,71.0,0.7,0.3,39.0,0.2,58.0,0.4,0.6,0.3,0.6,1764.0,14.0,89,10160.0,80.8,7899.0,84.5,116.0,0.0,1612.0,19-64634-0000000,28.8,18.4,,,,,,,18.6,14.3,,,6.4,6.3,19-64634-0000000,94.0,Los Angeles,Unified School District,No,19-64634-0000000,Inglewood,K-12,90301,19.0,29.0,13.0,20.8,0.0,16056.0,0.0,22879.0,8300.0,71228.0,83125.0,42126.0,73529.0,185.0,604.0,603.0,180.0
324,Irvine Unified (Orange),10395.0,345042000.0,1.0,9.0,1489.0,55.0,24.0,0.0,10630.0,10691.0,347021611.0,14.0,978.0,6638.0,0,0.0,3.0,62.0,320.0,10.0,1039.0,4882.0,1790.0,2335.0,732.0,736,8051.0,350.0,1493.0,796.0,,,,,Orange,Unified School District,No,30-73650-0000000,Irvine,K-12,92604,30-73650-0000000,46.6,30.9,13.2,9.4,77.5,71.8,85.5,43.3,79.2,58.4,66.7,79.6,73.7,73.5,81.8,30-73650-0000000,59,87.4,34.8,71.4,46.3,53.5,75.6,66.4,74.5,74,74.3,50.5,23.7,16.3,9.4,94.7,1544.0,13.0,0.0,804.0,53.0,78.0,0.0,528.0,55.0,8.0,28,29,28,27,1071.0,redacted,981,redacted,72,204,38,812,69,17,3099.0,147,595,1634,2042,2122,53,2.3,redacted,17,redacted,2,13,3,16,0,1,,2200,70.2,,,,30-73650-0000000,32459.0,6330.0,19.0,33381.0,52.0,66.0,15500.0,672.0,1004.0,3584.0,75.0,2455.0,123.0,9902.0,0.2,46.4,2.0,3.0,10.7,0.2,7.4,0.4,29.7,7056.0,21.1,25,4570.0,13.7,9615.0,27.9,33.0,0.0,2925.0,30-73650-0000000,51.7,45.5,,,,,,,48.5,58.8,,,40.5,37.3,30-73650-0000000,472.0,Orange,Unified School District,No,30-73650-0000000,Irvine,K-12,92604,96.0,67.0,11.0,24.0,4.2,10143.0,0.0,10143.0,10143.0,85411.0,110405.0,47823.0,82232.0,186.0,1460.0,1392.7,180.0
325,Island Union Elementary (Kings),8857.0,3420889.0,0.0,6.0,653.0,0.0,0.0,0.0,8955.0,9886.0,3776712.0,7.0,520.0,6142.0,0,0.0,10.0,69.0,852.0,8.0,712.0,3855.0,1161.0,1967.0,852.0,1027,7913.0,299.0,1109.0,566.0,,,,,Kings,Elementary School District,Yes,16-63933-0000000,Lemoore,K-08,93245,16-63933-0000000,24.6,35.9,23.6,15.9,60.5,,,redacted,redacted,52.3,,63.6,66.9,53.5,68.2,16-63933-0000000,,,redacted,redacted,39.5,,36.4,61.4,54.9,47.3,51.3,18.9,32.4,28.7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-63933-0000000,382.0,23.0,5.9,387.0,38.0,0.0,0.0,2.0,0.0,151.0,0.0,19.0,0.0,215.0,0.0,0.0,0.5,0.0,39.0,0.0,4.9,0.0,55.6,15.0,3.9,redacted,150.0,38.8,151.0,37.3,3.0,5.0,30.0,16-63933-0000000,46.3,40.2,,,,,,,12.5,6.3,redacted,redacted,4,8,16-63933-0000000,0.0,Kings,Elementary School District,Yes,16-63933-0000000,Lemoore,K-08,93245,1.0,1.0,9.0,21.5,,,,,,,,,,,18.0,18.0,
326,Jamul-Dulzura Union Elementary (San Diego),11142.0,6477411.0,1.0,9.0,1676.0,85.0,11.0,0.0,11290.0,11079.0,6356251.0,15.0,1021.0,5882.0,0,0.0,10.0,52.0,1097.0,13.0,1434.0,4596.0,2280.0,2164.0,569.0,1579,8544.0,820.0,739.0,975.0,,,,,San Diego,Elementary School District,No,37-68155-0000000,Jamul,K-12,91935,37-68155-0000000,16.5,34.9,23.4,25.2,51.4,redacted,redacted,redacted,redacted,42.4,,85.7,58.8,48.5,55.8,37-68155-0000000,redacted,redacted,redacted,redacted,28.6,,57.1,44.4,39.8,30.6,36.1,13.1,23,28.8,35.1,90,4.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,,redacted,,redacted,redacted,redacted,redacted,redacted,,1.0,redacted,redacted,redacted,redacted,redacted,1,5,,redacted,,redacted,redacted,redacted,redacted,redacted,,,18,22.2,,,,37-68155-0000000,574.0,142.0,16.8,843.0,42.0,5.0,10.0,13.0,6.0,409.0,0.0,40.0,2.0,358.0,0.6,1.2,1.5,0.7,48.5,0.0,4.7,0.2,42.5,119.0,14.1,redacted,417.0,49.5,332.0,53.7,1.0,0.0,84.0,37-68155-0000000,36.6,26,,,,,,,9.6,6.6,,,11.4,6.8,37-68155-0000000,36.0,San Diego,Elementary School District,No,37-68155-0000000,Jamul,K-12,91935,2.0,1.0,14.0,20.7,1.3,0.0,0.0,0.0,6883.0,59208.0,84304.0,38081.0,68652.0,185.0,42.0,40.7,180.0
327,Janesville Union Elementary (Lassen),10092.0,3283875.0,1.0,4.0,886.0,68.0,0.0,0.0,10340.0,9975.0,3167988.0,9.0,420.0,6828.0,0,0.0,8.0,66.0,837.0,10.0,1053.0,4224.0,1632.0,2592.0,467.0,1171,8353.0,341.0,850.0,432.0,,,,,Lassen,Elementary School District,No,18-64105-0000000,Janesville,K-08,96114,18-64105-0000000,8.4,29.5,27.3,34.8,37.9,redacted,redacted,,,21.1,,redacted,41.4,33.9,43,18-64105-0000000,redacted,redacted,,,21.1,,redacted,29.3,27.6,26,26.9,7.1,19.8,32.6,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-64105-0000000,318.0,3.0,0.9,343.0,20.0,7.0,3.0,1.0,0.0,38.0,0.0,12.0,2.0,280.0,2.0,0.9,0.3,0.0,11.1,0.0,3.5,0.6,81.6,1.0,0.3,redacted,143.0,41.7,144.0,41.0,1.0,0.0,28.0,18-64105-0000000,20,13.8,,,,,,,redacted,redacted,,,16,12,18-64105-0000000,0.0,Lassen,Elementary School District,No,18-64105-0000000,Janesville,K-08,96114,1.0,0.0,10.0,20.2,2.0,11500.0,0.0,11500.0,11500.0,58320.0,85645.0,33705.0,71335.0,179.0,17.0,17.0,175.0
328,Jefferson Elementary (San Joaquin),9393.0,21615199.0,0.0,4.0,919.0,19.0,0.0,0.0,9579.0,9507.0,21452968.0,10.0,354.0,6637.0,0,0.0,7.0,69.0,700.0,8.0,796.0,4694.0,1180.0,2117.0,458.0,992,7945.0,245.0,899.0,417.0,,,,,San Joaquin,Elementary School District,No,39-68544-0000000,Tracy,K-08,95377,39-68544-0000000,16.1,30.3,25.6,28,46.4,redacted,63.3,29.2,54.4,30.9,38.9,59.5,35.1,41.2,51.7,39-68544-0000000,redacted,60.2,12.5,41.7,20.7,27.3,45.4,27.8,36.5,36.1,36.3,14.4,21.9,30.2,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39-68544-0000000,2257.0,424.0,18.3,2317.0,58.0,7.0,300.0,108.0,109.0,873.0,23.0,120.0,6.0,771.0,0.3,12.9,4.7,4.7,37.7,1.0,5.2,0.3,33.3,132.0,5.7,14,592.0,25.6,828.0,36.6,0.0,2.0,201.0,39-68544-0000000,36.1,28.5,,,,,,,15.8,17.8,,,9.6,9.3,39-68544-0000000,47.0,San Joaquin,Elementary School District,No,39-68544-0000000,Tracy,K-08,95377,66.0,34.0,9.0,19.1,3.0,12253.0,0.0,17390.0,8400.0,73608.0,98567.0,53574.0,75650.0,186.0,477.0,368.3,180.0
