,District Name,Expulsions (District),Suspensions (District),Suspensions (In School) (District),Suspensions (Out of School) (District),All Charter Schools (Y/N) (District),CDS Number (District),City (District),District Type (District),County Name (District),Zip (District),Grade Span (District),Per Pupil Ratio: Teacher (District),1st Year Teachers (District),Avg Years Teaching (District),2nd Year Teachers (District),Salary Change (District),TchrBnft-Max Annual-Cafe Plan $ Pd (District),TchrBnft-Max Annual-2Party Plan $ Pd (District),TchrBnft-Max Annual-Family Pln $ Pd (District),TchrBnft-Max Annual-Single Plan $ Pd (District),Teacher Highest Salary Offered (District),Teacher BA60 Step-10 Offered (District),Teacher Lowest Salary Offered (District),Teacher Salary-Avg (District),Teacher Service Days (District),Teachers-# (District),Teachers-FTE (District),Teaching Days (District),Students w/Disabilities (CAASPP-Math Levels 3 and 4) (District),Students w/Disabilities (CAASPP-ELA Levels 3 and 4) (District),Migrant Students (CAASPP-Math Levels 3 and 4) (District),Migrant Students (CAASPP-ELA Levels 3 and 4) (District),English Learners (CAASPP-Math Levels 3 and 4) (District),English Learners (CAASPP-ELA Levels 3 and 4) (District),Disadvantaged Students (CAASPP-Math Levels 3 and 4) (District),Disadvantaged Students (CAASPP-ELA Levels 3 and 4) (District),Gen Fund Exp by Object Code - 1000-1999 Certificated Salaries Per Student (District),Gen Fund Exp by Object Code - 2000-2999 Classified Salaries Per Student (District),Gen Fund Exp by Object Code - 3000-3999 Employee Benefits Per Student (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Gen Fund Exp by Object Code - 5000-5999 Services & Other Op Exp Per Student (District),Gen Fund Rev by Object Code - 8010-8099 Rev Limit Sources/LCFF Per Student (District),Gen Fund Rev by Object Code - 8100-8299 Federal Revenue Per Student (District),Gen Fund Rev by Object Code - 8300-8599 Other State Revenue Per Student (District),Gen Fund Rev by Object Code - 8600-8799 Other Local Revenue Per Student (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Total Gen Fund Expenditures (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Exp % (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Exp % (District),Gen Fund Exp by Activity - 2000-2999 Instruc-related Svcs Per Student # (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 6000-6999 Enterprise Exp % (District),Total Gen Fund Expenditures Per Student (District),Total Gen Fund Revenues Per Student (District),Total Gen Fund Revenues (District),Gen Fund Exp by Activity - 2000-2999 Instruc-related Svcs Exp % (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 6000-6999 Enterprise Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Exp % (District),Gen Fund Exp by Activity - 7000-7999 General Administration Exp % (District),Gen Fund Exp by Activity - 1000-1999 Instruction Exp % (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 8000-8999 Plant Services Exp % (District),Gen Fund Exp by Activity - 8000-8999 Plant Services Per Student # (District),Average Daily Attendance (ADA) (District),English Learners # (District),English Learners % (District),Enrollment (District),Ethnic Diversity Index (District),American Indian or Alaska Native # (District),Asian # (District),Black or African American # (District),Filipino # (District),Hispanic or Latino # (District),Native Hawaiian or Pac Islander # (District),Two or More Races # (District),None Reported # (District),White # (District),American Indian or Alaska Native % (District),Asian % (District),Black or African American % (District),Filipino % (District),Hispanic or Latino % (District),Native Hawaiian or Pac Islander % (District),Two or More Races % (District),None Reported % (District),White % (District),Fluent English Proficient (FEP) # (District),Fluent English Proficient (FEP) % (District),Foster Youth # (District),Free/Reduced Meals # (District),Free/Reduced Meals % (District),FRPM/EL/Foster Undupl # (District),FRPM/EL/Foster Undupl % (District),Homeless # (District),Migrant # (District),Redesignated FEP (RFEP) # (District),Redesignated FEP (RFEP) % (District),Special Education # (District),Cohort Graduates % (District),Grads Mtg UC/CSU # (District),Black or African American # (UC/CSU) (District),American Indian or Alaska Native # (UC/CSU) (District),Asian # (UC/CSU) (District),Filipino # (UC/CSU) (District),Hispanic or Latino # (UC/CSU) (District),Native Hawaiian or Pacific Islander # (UC/CSU) (District),White # (UC/CSU) (District),Two or More Races # (UC/CSU) (District),None Reported # (UC/CSU) (District),ACT Avg Results-English # (District),ACT Avg Results-Math # (District),ACT Avg Results-Reading # (District),ACT Avg Results-Science # (District),ACT Test Takers # (District),American Indian or Alaska Native # (Cohort Grads) (District),Asian # (Cohort Grads) (District),Native Hawaiian or Pac Islander # (Cohort Grads) (District),Filipino # (Cohort Grads) (District),Hispanic or Latino # (Cohort Grads) (District),Black or African American # (Cohort Grads) (District),White # (Cohort Grads) (District),Two or More Races # (Cohort Grads) (District),None Reported # (Cohort Grads) (District),Advanced Placement (AP) Test Taking # (District),AP Score-1 (District),AP Score-2 (District),AP Score-3 (District),AP Score-4 (District),AP Score-5 (District),Cohort Dropouts # (District),Cohort Dropouts % (District),American Indian or Alaska Native # (Cohort Dropouts) (District),Asian # (Cohort Dropouts) (District),Native Hawaiian or Pac Islander # (Cohort Dropouts) (District),Filipino # (Cohort Dropouts) (District),Hispanic or Latino # (Cohort Dropouts) (District),Black or African American # (Cohort Dropouts) (District),White # (Cohort Dropouts) (District),Two or More Races # (Cohort Dropouts) (District),None Reported # (Cohort Dropouts) (District),SAT Test Takers # (District),Cohort Graduates # (District),Grads Mtg UC/CSU % (District),SAT Avg Results-Mathematics # (District),SAT Avg Results-Reading # (District),SAT Avg Results-Writing # (District),CAASPP-Math Standard Exceeded (Level 4) (District),CAASPP-Math Standard Met (Level 3) (District),CAASPP-Math Standard Nearly Met (Level 2) (District),CAASPP-Math Standard Not Met (Level 1) (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),American Indian or Alaska Native (CAASPP-Math Levels 3 and 4) (District),Asian (CAASPP-Math Levels 3 and 4) (District),Black or African American (CAASPP-Math Levels 3 and 4) (District),Filipino (CAASPP-Math Levels 3 and 4) (District),Hispanic or Latino (CAASPP-Math Levels 3 and 4) (District),Native Hawaiian or Pac Islandr (CAASPP-Math Levels 3 and 4) (District),Two or More Races (CAASPP-Math Levels 3 and 4) (District),White (CAASPP-Math Levels 3 and 4) (District),Males (CAASPP-Math Levels 3 and 4) (District),Females (CAASPP-Math Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded (Level 4) (District),CAASPP-ELA Standard Met (Level 3) (District),CAASPP-ELA Standard Nearly Met (Level 2) (District),CAASPP-ELA Standard Not Met (Level 1) (District),American Indian or Alaska Native (CAASPP-ELA Levels 3 and 4) (District),Asian (CAASPP-ELA Levels 3 and 4) (District),Black or African American (CAASPP-ELA Levels 3 and 4) (District),Filipino (CAASPP-ELA Levels 3 and 4) (District),Hispanic or Latino (CAASPP-ELA Levels 3 and 4) (District),Native Hawaiian or Pac Islandr (CAASPP-ELA Levels 3 and 4) (District),Two or More Races (CAASPP-ELA Levels 3 and 4) (District),White (CAASPP-ELA Levels 3 and 4) (District),Males (CAASPP-ELA Levels 3 and 4) (District),Females (CAASPP-ELA Levels 3 and 4) (District),Year
0,ABC Unified (Los Angeles),,1590,7,1583,No,19-64212-0000000,Cerritos,Unified School District,Los Angeles,90703,,24.8,14.0,15.0,19.0,0.0,0.0,13454.0,17557.0,7333.0,90000.0,66055.0,45000.0,71887.0,180.0,868.0,832.7,177.0,,,,,,,,,4020.0,1444.0,1728.0,378.0,673,5207.0,942.0,1753.0,275.0,8108.0,168360125.0,0,7,1025.0,0.0,0.0,0,8397.0,8178.0,163975083.0,12,571,5296.0,0,0,6,63,477.0,11,886.0,20051.0,4109.0,19.9,20690.0,58.0,56.0,5380.0,1966.0,2191.0,8916.0,161.0,444.0,49.0,1527.0,0.3,26.0,9.5,10.6,43.1,0.8,2.1,0.2,7.4,5017.0,24.2,,10360.0,50.1,,,,,485.0,12.0,,91.7,666,49,redacted,385,77,115,redacted,28,redacted,redacted,,,,,0,redacted,531,redacted,162,519,171,116,22,,0,0,0,0,0,0,44,2.6,redacted,redacted,redacted,redacted,25,redacted,redacted,redacted,,0,1533,41.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-2012
1,Acalanes Union High (Contra Costa),5,196,1,195,No,07-61630-0000000,Lafayette,High School District,Contra Costa,94549,,20.4,13.0,11.0,2.0,1.0,0.0,16385.0,20780.0,9059.0,88261.0,68945.0,39314.0,76861.0,181.0,301.0,265.0,178.0,,,,,,,,,4995.0,1539.0,2220.0,367.0,1207,6360.0,388.0,927.0,3395.0,9926.0,53470736.0,2,10,1146.0,186.0,26.0,0,10347.0,11070.0,57207490.0,11,1013,6006.0,2,0,7,58,677.0,12,1232.0,5168.0,97.0,1.8,5402.0,33.0,5.0,670.0,77.0,85.0,441.0,13.0,330.0,26.0,3755.0,0.1,12.4,1.4,1.6,8.2,0.2,6.1,0.5,69.5,607.0,11.2,,128.0,2.4,,,,,7.0,7.1,,97.7,950,redacted,redacted,129,12,60,redacted,671,65,redacted,,,,,0,redacted,157,redacted,18,104,11,913,82,redacted,0,0,0,0,0,0,14,1.1,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,0,1300,72.7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-2012
2,Ackerman Charter (Placer),,redacted,redacted,redacted,No,31-66761-0000000,Auburn,Elementary School District,Placer,95603,,19.2,0.0,9.0,2.0,1.5,0.0,7474.0,7474.0,7474.0,70968.0,55123.0,41197.0,57416.0,182.0,28.0,27.4,180.0,,,,,,,,,3744.0,916.0,1168.0,290.0,688,5283.0,245.0,941.0,506.0,6736.0,3941671.0,0,8,606.0,18.0,3.0,0,7754.0,6976.0,3546065.0,8,607,4564.0,0,0,6,59,454.0,18,1428.0,508.0,12.0,2.3,526.0,22.0,3.0,7.0,7.0,6.0,61.0,0.0,19.0,1.0,422.0,0.6,1.3,1.3,1.1,11.6,0.0,3.6,0.2,80.2,7.0,1.3,,114.0,21.7,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-2012
3,Acton-Agua Dulce Unified (Los Angeles),,211,133,78,No,19-75309-0000000,Acton,Unified School District,Los Angeles,93510,,24.5,4.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,80170.0,70016.0,43844.0,67386.0,181.0,64.0,61.4,180.0,,,,,,,,,4601.0,1455.0,1228.0,356.0,786,5996.0,573.0,1194.0,552.0,8345.0,11953983.0,1,11,784.0,84.0,0.0,0,8503.0,8314.0,11688389.0,9,898,5046.0,0,0,9,59,806.0,10,808.0,1406.0,132.0,8.8,1506.0,34.0,11.0,10.0,11.0,9.0,472.0,1.0,34.0,3.0,955.0,0.7,0.7,0.7,0.6,31.3,0.1,2.3,0.2,63.4,68.0,4.5,,544.0,36.1,,,,,0.0,0.0,,80.7,50,redacted,redacted,redacted,redacted,redacted,redacted,40,redacted,redacted,,,,,0,redacted,redacted,,redacted,30,redacted,97,redacted,,0,0,0,0,0,0,14,8.4,redacted,redacted,,redacted,redacted,redacted,redacted,redacted,,0,134,36,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-2012
4,Adelanto Elementary (San Bernardino),redacted,1540,386,1154,No,36-67587-0000000,Adelanto,Elementary School District,San Bernardino,92301,,28.6,12.0,9.0,3.0,-1.0,9812.0,0.0,0.0,0.0,88211.0,59046.0,37183.0,60510.0,180.0,326.0,319.2,175.0,,,,,,,,,2977.0,1053.0,1288.0,304.0,791,5018.0,696.0,830.0,280.0,6281.0,52174809.0,0,10,645.0,0.0,5.0,0,6521.0,6824.0,54603516.0,10,668,3994.0,0,0,7,61,447.0,11,748.0,8002.0,1771.0,19.4,9117.0,42.0,47.0,112.0,2127.0,57.0,5333.0,66.0,230.0,96.0,1049.0,0.5,1.2,23.3,0.6,58.5,0.7,2.5,1.1,11.5,1073.0,11.8,,7430.0,81.5,,,,,111.0,6.7,,0.0,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,,,,,0,,,,,,redacted,,,,0,0,0,0,0,0,redacted,100.0,,,,,,redacted,,,,0,redacted,redacted,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-2012
5,Alameda County Office of Education (Alameda),,368,0,368,No,01-10017-0000000,Hayward,County Office of Education (COE),Alameda,94544,,19.1,33.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,99919.0,77098.0,53215.0,83077.0,185.0,191.0,185.6,182.0,,,,,,,,,,,,,,,,,,,41125826.0,9,4,,,,0,0.0,,43241170.0,30,,,,2,29,17,,3,,,977.0,27.5,3553.0,63.0,28.0,388.0,756.0,50.0,1192.0,71.0,96.0,50.0,922.0,0.8,10.9,21.3,1.4,33.5,2.0,2.7,1.4,25.9,560.0,15.8,,2273.0,64.0,,,,,27.0,3.1,,79.8,118,46,redacted,16,redacted,37,redacted,14,redacted,redacted,,,,,0,54,3283,203,860,3386,1744,3672,411,41,0,0,0,0,0,0,2250,13.1,16,204,49,56,893,691,268,39,34,0,13654,44.9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-2012
6,Alameda Unified (Alameda),11,1040,18,1022,No,01-61119-0000000,Alameda,Unified School District,Alameda,94501,,21.5,33.0,10.0,18.0,3.9,0.0,6886.0,8007.0,5413.0,79883.0,60285.0,41893.0,65255.0,185.0,536.0,495.4,180.0,,,,,,,,,4579.0,1424.0,1481.0,415.0,1434,5336.0,692.0,1480.0,2442.0,9172.0,83331420.0,2,5,1234.0,206.0,8.0,0,9418.0,9950.0,88034638.0,13,480,5744.0,0,0,7,61,658.0,11,1019.0,8848.0,2377.0,22.3,10669.0,66.0,49.0,3197.0,1241.0,848.0,1577.0,126.0,416.0,51.0,3164.0,0.5,30.0,11.6,7.9,14.8,1.2,3.9,0.5,29.7,1729.0,16.2,,3770.0,35.3,,,,,221.0,9.4,,85.5,437,15,redacted,220,32,32,redacted,130,redacted,redacted,,,,,0,redacted,310,13,63,89,73,196,redacted,redacted,0,0,0,0,0,0,81,9.2,redacted,14,redacted,redacted,redacted,26,23,redacted,redacted,0,752,50.9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-2012
7,Albany City Unified (Alameda),,174,7,167,No,01-61127-0000000,Albany,Unified School District,Alameda,94706,,20.1,11.0,9.0,5.0,0.0,0.0,18537.0,24131.0,9497.0,83985.0,62305.0,42779.0,64980.0,184.0,211.0,188.9,180.0,,,,,,,,,4683.0,1161.0,2261.0,402.0,831,5358.0,341.0,1711.0,2074.0,9006.0,34679605.0,1,4,1030.0,95.0,46.0,0,9515.0,9485.0,34569027.0,11,382,6274.0,0,0,8,66,798.0,7,676.0,3645.0,785.0,20.6,3803.0,60.0,14.0,1148.0,172.0,35.0,648.0,11.0,380.0,8.0,1387.0,0.4,30.2,4.5,0.9,17.0,0.3,10.0,0.2,36.5,487.0,12.8,,796.0,20.9,,,,,17.0,2.1,,90.5,299,17,redacted,96,redacted,54,redacted,99,29,redacted,,,,,0,redacted,96,redacted,redacted,59,17,99,30,redacted,0,0,0,0,0,0,27,8.0,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,redacted,0,305,94,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-2012
8,Alexander Valley Union Elementary (Sonoma),,,,,No,49-70599-0000000,Healdsburg,Elementary School District,Sonoma,95448,,13.2,1.0,7.0,1.0,,,,,,,,,,,13.0,9.9,,,,,,,,,,5264.0,1990.0,2156.0,863.0,1888,9636.0,682.0,2583.0,1011.0,11962.0,1585376.0,0,6,1599.0,0.0,171.0,0,12855.0,13912.0,1715718.0,12,754,7704.0,0,1,8,60,965.0,8,968.0,123.0,28.0,21.4,131.0,31.0,0.0,2.0,1.0,0.0,38.0,1.0,1.0,0.0,88.0,0.0,1.5,0.8,0.0,29.0,0.8,0.8,0.0,67.2,1.0,0.8,,45.0,34.4,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-2012
9,Alhambra Unified (Los Angeles),50,315,1,314,No,19-75713-0000000,Alhambra,Unified School District,Los Angeles,91803,,24.7,11.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,97262.0,66491.0,35427.0,70988.0,182.0,755.0,741.0,180.0,,,,,,,,,4159.0,1282.0,2416.0,280.0,895,5850.0,848.0,1626.0,1246.0,8237.0,163092500.0,1,9,1359.0,53.0,59.0,0,9215.0,9570.0,169367723.0,15,865,5224.0,0,1,6,57,528.0,10,938.0,17698.0,4966.0,27.2,18282.0,40.0,29.0,9242.0,131.0,282.0,7750.0,19.0,270.0,25.0,534.0,0.2,50.6,0.7,1.5,42.4,0.1,1.5,0.1,2.9,6023.0,32.9,,12667.0,69.3,,,,,761.0,13.4,,91.6,898,redacted,redacted,715,15,145,redacted,redacted,11,redacted,,,,,0,redacted,1041,redacted,22,644,12,32,17,,0,0,0,0,0,0,110,5.7,redacted,51,redacted,redacted,55,redacted,redacted,redacted,,0,1772,49.9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-2012
